customer_id,name,email,quality_score,total_transactions,successful_transactions,failed_transactions,average_transaction_value,lifetime_value
347,Tracy Osborne,qrodriguez@example.net,0.866,46,39,7,3844.39,149931.36
348,Courtney Lester,blankenshipmelissa@example.com,0.671,15,10,5,1449.38,14493.77
349,Beth Jackson,russellhunter@example.com,0.665,46,30,16,2409.72,72291.59
350,Scott Mccoy,waltersbrent@example.net,0.585,14,8,6,2499.54,19996.29
351,Joseph Zamora,patriciaford@example.com,0.777,22,17,5,4320.04,73440.68
352,Gregory Johnson,xhawkins@example.com,0.812,20,16,4,4912.63,78602.14
353,Jason Matthews,emilyromero@example.org,0.546,19,10,9,4389.22,43892.18
354,Meghan Thompson,john15@example.com,0.849,30,25,5,421.39,10534.83
355,Michael Cline,allensusan@example.net,0.434,41,17,24,1639.61,27873.4
356,Angela Thomas,fishermelissa@example.net,0.585,16,9,7,1349.65,12146.84
357,Jordan Roberts,nicolejones@example.org,0.568,3,1,2,2544.2,2544.2
358,Roy Brown,cynthia67@example.net,0.504,34,17,17,4419.1,75124.68
359,Anna Stevenson,lsullivan@example.org,0.435,12,5,7,2429.28,12146.4
360,Kelsey Garcia,pjackson@example.com,0.835,21,17,4,3230.28,54914.7
361,Brian Eaton,nwhitaker@example.com,0.765,28,21,7,1324.09,27805.79
362,James Peterson,malvarado@example.org,0.803,8,6,2,3243.7,19462.2
363,Toni Riddle,kevin80@example.org,0.755,26,19,7,4555.42,86553.07
364,Catherine Williams,luis16@example.org,0.926,35,32,3,1141.27,36520.61
365,Adrienne Moore,brookskirsten@example.com,0.425,38,16,22,4299.85,68797.64
366,Jonathan Martin,thomas26@example.org,0.562,42,23,19,1608.75,37001.17
367,Christina Wilson,lawrence25@example.net,0.617,24,14,10,2751.68,38523.48
368,Mr. Thomas Howell,hunterbrown@example.com,0.607,46,27,19,4965.52,134069.06
369,Curtis West,markcastro@example.org,0.801,12,9,3,4434.84,39913.57
370,Madison Davis,joshua63@example.com,0.46,26,11,15,4784.29,52627.2
371,Gregory Donaldson,qturner@example.com,0.665,47,31,16,4383.67,135893.74
372,Alicia Long,jennifer11@example.com,0.924,37,34,3,780.92,26551.28
373,Jonathan Gonzales,lorigreen@example.org,0.888,15,13,2,3799.28,49390.69
374,Curtis Harding,goodmannathan@example.org,0.938,13,12,1,248.63,2983.56
375,Nicole Williams,tyler60@example.com,0.762,20,15,5,3261.81,48927.15
376,Michael Dennis,hilljeremy@example.net,0.673,43,28,15,2532.8,70918.47
377,Jill Hall,gallowaybrianna@example.net,0.972,38,36,2,4258.9,153320.43
378,Margaret Wolfe,scoleman@example.com,0.546,38,20,18,3987.13,79742.58
379,Tracy Mcmillan,michael45@example.org,0.569,15,8,7,3844.88,30759.08
380,Shelley Vazquez,leaton@example.net,0.813,24,19,5,1997.85,37959.22
381,Gary Mason,jennifer66@example.net,0.881,1,0,1,4743.89,0.0
382,Susan Short,ylamb@example.org,0.977,47,45,2,544.22,24489.77
383,Jeanne Collins,nancymiller@example.com,0.605,34,20,14,4240.27,84805.44
384,John Gutierrez,wwatson@example.org,0.778,5,3,2,1296.74,3890.21
385,Brandon Thomas,timothyhudson@example.org,0.892,46,41,5,348.59,14292.1
386,Jason Torres,mcdanielamber@example.org,0.783,37,28,9,4210.31,117888.54
387,Michael Hall,cjohnson@example.com,0.889,18,16,2,4168.2,66691.13
388,Nathan Juarez,zbaldwin@example.net,0.841,37,31,6,2493.82,77308.31
389,Tyler Mccormick,matthew50@example.net,0.57,3,1,2,1651.2,1651.2
390,Julie Mcclain,kimberlyevans@example.net,0.762,44,33,11,1328.18,43829.89
391,Jacob Sanchez,haneywilliam@example.net,0.565,35,19,16,922.5,17527.56
392,Jeffrey Smith,ggarcia@example.com,0.591,18,10,8,3192.35,31923.49
393,Heather Gibson,sueperez@example.org,0.742,28,20,8,4292.28,85845.55
394,Travis Williams,farrellanna@example.org,0.743,34,25,9,3666.29,91657.19
395,Regina Schwartz,lhendricks@example.net,0.805,28,22,6,477.16,10497.46
396,Ethan Smith,dawn70@example.net,0.699,32,22,10,2561.27,56347.92
397,Mark Diaz,mark39@example.org,0.375,23,8,15,2055.39,16443.16
398,Michelle Harding,brendamorgan@example.com,0.647,18,11,7,2328.59,25614.47
399,Evan Weber,andersonkevin@example.net,0.639,9,5,4,485.46,2427.32
400,Kristina Simmons,sarahatkinson@example.net,0.769,5,3,2,2650.08,7950.23
401,Stephanie Valentine,barnesjoshua@example.net,0.763,29,22,7,346.64,7626.02
402,Patricia Day,xanderson@example.com,0.581,12,6,6,4061.3,24367.79
403,Jennifer Willis,jessica60@example.org,0.763,19,14,5,1163.12,16283.75
404,Mark Moon,deborahsimmons@example.org,0.95,8,7,1,3890.83,27235.81
405,Richard Hensley,terryjimenez@example.net,0.737,40,29,11,2115.68,61354.75
406,Molly Cuevas,margaretliu@example.net,0.469,11,5,6,1874.34,9371.69
407,Catherine Allison,yhampton@example.org,0.766,19,14,5,2708.37,37917.15
408,Jerry Chambers,dawsonholly@example.net,0.728,16,11,5,2495.65,27452.12
409,Karl Stewart,richardthompson@example.org,0.868,34,29,5,1548.82,44915.83
410,Lisa Beck,petermoore@example.org,0.824,1,0,1,2835.11,0.0
411,Erin Hopkins DDS,scottcurtis@example.com,0.897,23,20,3,4361.28,87225.61
412,Bonnie David,jessemanning@example.com,0.849,14,11,3,2423.23,26655.52
413,Bonnie Calhoun,brenda28@example.com,0.83,4,3,1,885.8,2657.41
414,Chelsea Wong,lindamartinez@example.org,0.512,18,9,9,4154.13,37387.21
415,Jennifer Cardenas,lucas29@example.net,0.474,49,23,26,2653.42,61028.66
416,Michael Powell,penningtonkelsey@example.com,0.68,5,3,2,4714.15,14142.46
417,Laurie Gibson,llopez@example.com,0.698,4,2,2,3986.88,7973.75
418,Parker Vargas,etodd@example.com,0.574,12,6,6,3440.67,20644.03
419,David Reed,nelsonlinda@example.com,0.78,47,36,11,1001.37,36049.49
420,Mariah Blake,gfischer@example.net,0.649,17,11,6,3445.32,37898.51
421,David Johnson,kayla31@example.net,0.702,48,33,15,1202.64,39687.02
422,Alejandra Ross,thomasrichard@example.net,0.841,18,15,3,2849.93,42748.99
423,James Ritter,hardycolin@example.com,0.902,22,19,3,1235.56,23475.55
424,Andrew Wilkinson,kevindalton@example.com,0.601,7,4,3,803.48,3213.91
425,Emily Russell,whanna@example.com,0.797,21,16,5,1579.57,25273.06
426,Joseph Gilmore,uburns@example.org,0.71,44,31,13,679.36,21060.18
427,James Burns,danielsstephanie@example.net,0.481,17,8,9,796.97,6375.75
428,Angela Bishop,perkinsronnie@example.net,0.987,24,23,1,3679.31,84624.16
429,Matthew Booker,brianlittle@example.net,0.889,17,15,2,2702.22,40533.32
430,Lee Castillo,amandacastillo@example.org,0.684,25,17,8,3911.08,66488.38
431,Caleb Martin DDS,matthewtownsend@example.com,0.406,43,17,26,3382.44,57501.4
432,Joshua Thomas,meadowsamanda@example.com,0.798,8,6,2,3959.35,23756.11
433,Mr. Michael Hernandez Jr.,qsanchez@example.org,0.487,3,1,2,3608.65,3608.65
434,Rebecca Gordon,thomas43@example.net,0.655,44,28,16,477.65,13374.29
435,Amber Quinn,gabriel55@example.org,0.774,26,20,6,1140.0,22799.98
436,Carly Byrd,deckerrandy@example.net,0.888,11,9,2,4911.94,44207.42
437,Jasmine Harris,bradyanna@example.net,0.798,1,0,1,1856.92,0.0
438,Amy Mcdonald,garciajulie@example.net,0.641,41,26,15,3512.0,91311.97
439,Brandon Parker,gouldsabrina@example.org,0.747,33,24,9,4798.08,115154.01
440,Gerald Knight MD,jeffrey30@example.com,0.509,5,2,3,3180.36,6360.72
441,Jasmine Moses,jane35@example.org,0.552,6,3,3,2338.6,7015.8
442,Jenny Allen,nshields@example.net,0.722,16,11,5,3255.39,35809.24
443,Jaime Mullins,shelby61@example.com,0.765,23,17,6,550.79,9363.46
444,Deborah Cox,charlesdavila@example.org,0.483,13,6,7,4300.27,25801.59
445,Savannah Reynolds,janet59@example.org,0.88,17,14,3,980.96,13733.42
446,Virginia Acosta,fjohnson@example.net,0.661,10,6,4,3965.22,23791.32
447,Sean Neal,kenneth53@example.org,0.684,42,28,14,1744.02,48832.45
448,Brianna Adams,ewebb@example.org,0.821,29,23,6,2508.27,57690.27
449,Cory Hawkins,guzmanmichael@example.net,0.809,27,21,6,4783.27,100448.58
450,Janet Baird,reedlaura@example.net,0.369,30,11,19,4608.45,50692.92
451,Cynthia Wood,sshaffer@example.com,0.657,29,19,10,2907.56,55243.55
452,Eugene Elliott,ygallagher@example.net,0.941,45,42,3,4876.99,204833.44
453,Kristen Jones,brittany44@example.net,0.526,45,23,22,1279.47,29427.88
454,Charles Ramsey,kcantu@example.com,0.897,12,10,2,3842.13,38421.26
455,Stephen Huber,doris41@example.com,0.863,40,34,6,2124.52,72233.7
456,Vanessa Herrera,hjohnson@example.com,0.717,45,32,13,3037.43,97197.61
457,Manuel Cardenas,kevinrobinson@example.org,0.844,27,22,5,531.24,11687.2
458,Nicholas Nguyen,qibarra@example.org,0.629,40,25,15,428.68,10716.95
459,Timothy Brown,holmesbrian@example.org,0.709,34,24,10,4404.24,105701.73
460,Paula Sawyer,lrodriguez@example.com,0.457,41,18,23,200.06,3601.01
461,Ryan Walker,oadkins@example.org,0.877,3,2,1,4437.13,8874.25
462,Leslie Miller,ijones@example.com,0.734,36,26,10,3761.1,97788.66
463,Monique Collins,christinemolina@example.org,0.91,25,22,3,1413.51,31097.12
464,Michael Davidson,smithdonald@example.com,0.729,36,26,10,4927.32,128110.33
465,David Chase,morrisjennifer@example.net,0.416,31,12,19,3818.38,45820.59
466,Justin Grimes,douglasmelissa@example.net,0.501,32,16,16,403.63,6458.03
467,Amber Sullivan,jeremymartinez@example.org,0.842,21,17,4,2888.44,49103.48
468,Michael Lopez,samuel22@example.org,0.893,24,21,3,963.32,20229.72
469,Jeremy Ramirez,garciamichael@example.net,0.834,41,34,7,1137.15,38663.27
470,Ann Burke,megan09@example.com,0.753,47,35,12,2289.56,80134.47
471,Joshua Smith,mitchell33@example.com,0.82,32,26,6,3725.33,96858.6
472,Stacey Johnson,leachjames@example.org,0.498,29,14,15,4122.22,57711.01
473,Adrian Johnson,rhull@example.net,0.519,13,6,7,4815.26,28891.58
474,Phillip Wheeler,jeffrey75@example.net,0.712,44,31,13,1592.22,49358.78
475,Wesley Lyons,amber80@example.net,0.601,3,1,2,4283.27,4283.27
476,Julie Young,wbrewer@example.net,0.93,33,30,3,2834.52,85035.65
477,Mark Harris,tcox@example.org,0.905,33,29,4,2266.59,65731.2
478,Jordan Cook,patricia95@example.com,0.847,48,40,8,1800.62,72024.82
479,Joseph Smith,daniel88@example.com,0.763,7,5,2,3234.95,16174.77
480,Jeremy White,jacobjones@example.com,0.504,29,14,15,1761.22,24657.06
481,Laura Bailey,tammymartinez@example.org,0.621,5,3,2,4899.0,14696.99
482,Kimberly Lewis,hartdouglas@example.org,0.681,49,33,16,2108.54,69581.8
483,Amber Smith,brandon67@example.net,0.606,24,14,10,3352.43,46934.01
484,Deborah Kramer MD,joe83@example.net,0.709,38,26,12,528.0,13728.1
485,Jane Martinez,cody07@example.org,0.808,2,1,1,1483.53,1483.53
486,Matthew Watts,martinderek@example.com,0.728,41,29,12,2723.63,78985.27
487,Christopher Powell,dakotaruiz@example.org,0.828,22,18,4,4707.47,84734.53
488,Ricky Hunt,kphillips@example.com,0.523,45,23,22,2159.13,49659.95
489,Carlos Vargas,alexander47@example.com,0.956,1,0,1,1258.32,0.0
490,Robert Cook,cowanrodney@example.net,0.579,38,22,16,689.09,15159.91
491,Joshua Ballard,jillwilliams@example.org,0.89,25,22,3,2283.3,50232.61
492,Donald Levy,tony25@example.org,0.471,28,13,15,3143.8,40869.4
493,Pamela Martin,gevans@example.net,0.556,49,27,22,4128.17,111460.7
494,Paul Douglas,lisasaunders@example.net,0.804,33,26,7,3429.78,89174.38
495,Jesse Jackson,kristy18@example.com,0.411,13,5,8,3976.49,19882.47
496,Jill Rasmussen,wpatterson@example.net,0.763,46,35,11,1981.34,69346.97
497,Thomas Drake,cardenasdiana@example.net,0.636,28,17,11,4593.23,78084.99
498,Mr. Casey Brown,john37@example.net,0.481,38,18,20,2252.49,40544.76
499,Nicholas Horn,carlsonsusan@example.com,0.924,34,31,3,2600.38,80611.92
500,Elizabeth Morris,ryanrichardson@example.org,0.585,7,4,3,469.65,1878.58
501,Megan Martin,samantha67@example.org,0.8,14,11,3,255.16,2806.8
502,Maria Anderson,zhughes@example.org,0.814,49,39,10,1091.1,42553.06
503,Darryl Hill,maykim@example.net,0.754,35,26,9,4068.05,105769.4
504,Scott Rhodes,qbernard@example.com,0.981,24,23,1,3988.61,91737.93
505,Robert Robinson,jacksonbaird@example.net,0.814,42,34,8,1992.9,67758.49
506,Colin Prince,ithompson@example.com,0.776,6,4,2,2856.18,11424.73
507,Betty Gregory,aellis@example.net,0.572,17,9,8,1854.95,16694.56
508,Sherry Leon,tracey54@example.com,0.651,47,30,17,3433.5,103004.94
509,Hunter Odonnell,johnsjoseph@example.net,0.89,17,15,2,3755.01,56325.08
510,Gregory Mcneil,michaelking@example.com,0.577,33,19,14,1857.1,35284.97
511,Courtney Mejia,rasmussenerica@example.net,0.897,47,42,5,705.66,29637.65
512,Laura Cox,emilyscott@example.net,0.93,47,43,4,2076.96,89309.18
513,Paige Cook,sharonhull@example.com,0.78,9,7,2,2195.72,15370.04
514,James Swanson,krystal91@example.com,0.987,1,0,1,1177.6,0.0
515,Tonya Brooks,murraykyle@example.com,0.967,47,45,2,753.89,33925.24
516,Lucas Brown,adrienne39@example.org,0.593,26,15,11,2658.97,39884.5
517,Melissa Garrison,rogermccormick@example.net,0.819,39,31,8,2212.5,68587.62
518,James Thomas,michaelwade@example.net,0.841,32,26,6,3630.28,94387.23
519,Kevin Taylor,qrangel@example.com,0.684,29,19,10,4142.66,78710.62
520,Kathleen Friedman,robinhines@example.com,0.545,14,7,7,2650.7,18554.88
521,Devin Lynch,montespeter@example.net,0.51,46,23,23,2061.57,47416.0
522,Cynthia Oconnor,stevengoodman@example.com,0.561,28,15,13,2818.81,42282.13
523,Sarah Shelton,barnettjonathan@example.org,0.679,20,13,7,4986.48,64824.18
524,Matthew Collins,wtate@example.org,0.391,40,15,25,529.83,7947.38
525,Eric Cox,melissa97@example.org,0.963,43,41,2,4660.58,191083.96
526,Amber Harris,thomaslewis@example.org,0.862,31,26,5,4061.57,105600.93
527,Brian Silva,nicole55@example.org,0.54,37,19,18,2701.15,51321.87
528,Shawn Lane,nicholasnorris@example.com,0.933,19,17,2,3178.27,54030.66
529,Benjamin Hester,nicole30@example.com,0.572,29,16,13,961.66,15386.54
530,Caroline Colon,boydkimberly@example.net,0.939,42,39,3,2978.27,116152.62
531,Brent Morris,kevin03@example.net,0.554,16,8,8,1170.82,9366.56
532,Rachel Chandler,iestes@example.org,0.761,12,9,3,3676.85,33091.68
533,Duane Love,lindseyjames@example.com,0.539,26,14,12,2363.73,33092.17
534,Tyler Ingram,conleysean@example.net,0.645,3,1,2,4707.53,4707.53
535,Mary Nguyen,johnparker@example.com,0.385,46,17,29,1249.83,21247.19
536,Samantha Anderson,felicia03@example.net,0.445,4,1,3,2415.31,2415.31
537,Colleen Martinez,loripeterson@example.net,0.686,37,25,12,1445.97,36149.17
538,Todd Smith,zmonroe@example.net,0.939,6,5,1,2259.13,11295.64
539,Cameron Wilson,scottstephens@example.net,0.92,13,11,2,4162.0,45781.95
540,Manuel Perry,morrisantonio@example.net,0.585,48,28,20,4167.93,116702.04
541,Andrew Mccann,ggriffith@example.net,0.641,31,19,12,393.68,7480.0
542,Lori Mcmahon,kellieaguirre@example.org,0.671,11,7,4,265.75,1860.27
543,Carla Ross,caitlinhall@example.org,0.795,24,19,5,3193.97,60685.37
544,Nicole Cohen,ann43@example.net,0.613,21,12,9,2131.21,25574.49
545,Sheena Porter,megan73@example.org,0.698,2,1,1,3595.51,3595.51
546,Willie Newman,gina76@example.org,0.688,46,31,15,1983.13,61477.11
547,Summer Morris,michael68@example.net,0.682,4,2,2,4333.02,8666.03
548,Mark Lopez,vboyd@example.com,0.8,18,14,4,1939.67,27155.38
549,Rhonda Foster,gthomas@example.com,0.658,25,16,9,3313.47,53015.47
550,Brandon Dominguez,paulthomas@example.org,0.744,15,11,4,1180.0,12979.99
551,Ryan Silva,paul71@example.com,0.82,20,16,4,3489.9,55838.36
552,Adam Rocha,apalmer@example.net,0.403,2,0,2,2948.51,0.0
553,Sarah Jennings,stephanierichardson@example.com,0.726,40,29,11,3051.6,88496.32
554,Lisa Gallegos,hcarr@example.org,0.77,46,35,11,3363.42,117719.63
555,Dr. Andrea Decker,xvaughan@example.com,0.711,9,6,3,4986.74,29920.45
556,James Jones,daisydominguez@example.com,0.609,8,4,4,4715.71,18862.85
557,Matthew Mendez,beth34@example.net,0.842,12,10,2,4121.47,41214.75
558,Corey Johnson,julie85@example.com,0.763,34,25,9,2479.76,61994.12
559,Patricia Garcia,alexarmstrong@example.org,0.529,40,21,19,749.27,15734.7
560,Amber Black,susansingleton@example.net,0.469,29,13,16,1316.03,17108.37
561,Michael Oneill,fischerdevin@example.com,0.812,32,25,7,4881.79,122044.79
562,Alice Kelly,paulhayes@example.com,0.552,24,13,11,943.64,12267.34
563,Troy Myers,gerald52@example.org,0.961,32,30,2,948.71,28461.24
564,Rose Acevedo,simmonsmisty@example.com,0.827,44,36,8,1513.47,54485.06
565,Robin Roy,james67@example.com,0.821,42,34,8,1553.21,52809.19
566,Leslie Jackson,hubbardcrystal@example.org,0.744,12,8,4,3929.84,31438.69
567,Louis Fleming,linda59@example.net,0.546,17,9,8,3872.77,34854.93
568,David Turner,ilopez@example.com,0.489,9,4,5,2564.33,10257.33
569,Amber Nichols,amberbrooks@example.com,0.77,18,13,5,791.52,10289.71
570,Allen Robles,crystalcollins@example.org,0.761,45,34,11,4766.94,162075.8
571,Christopher Rodriguez,karl09@example.net,0.151,31,4,27,2133.32,8533.3
572,Joshua Johnson,czuniga@example.net,0.836,38,31,7,4302.58,133379.87
573,Michael Smith,fcooper@example.com,0.756,16,12,4,1571.4,18856.76
574,John Mills,gabriel49@example.org,0.814,14,11,3,1413.43,15547.76
575,Teresa Moore,rpearson@example.org,0.814,29,23,6,4020.45,92470.27
576,Alejandro Clark,hughesgeorge@example.org,0.914,20,18,2,1398.41,25171.4
577,Dwayne Bray,btrevino@example.org,0.719,36,25,11,2399.95,59998.83
578,Michael Burns,lori88@example.com,0.828,45,37,8,4734.4,175172.63
579,Alvin Williamson,deniseroberts@example.com,0.512,18,9,9,2662.03,23958.24
580,Tiffany Thornton,huntlisa@example.org,0.832,18,14,4,1019.4,14271.6
581,Sarah Bennett,keith54@example.com,0.858,15,12,3,4570.91,54850.89
582,Taylor Gray,jamesjohnson@example.org,0.735,33,24,9,4294.31,103063.53
583,Alan Arnold,allenangela@example.com,0.846,12,10,2,3678.07,36780.72
584,Joshua Ross,rschmitt@example.com,0.944,1,0,1,3131.7,0.0
585,Mary Solis,dean58@example.com,0.783,33,25,8,1337.28,33432.0
586,Tiffany Price,mthomas@example.net,0.547,38,20,18,291.95,5838.93
587,David Galvan,charlessaunders@example.org,0.52,11,5,6,1604.08,8020.39
588,Taylor White,davidwade@example.net,0.569,38,21,17,1619.14,34001.98
589,Kenneth Smith,jeffreypage@example.org,0.833,49,40,9,1551.76,62070.28
590,Casey Stephenson,kellythomas@example.org,0.609,35,21,14,882.83,18539.33
591,Theodore Castaneda,christophersmith@example.com,0.855,33,28,5,4690.33,131329.12
592,Kathleen Sullivan,tsellers@example.net,0.866,9,7,2,1351.95,9463.64
593,Gary Vargas,fordbeth@example.com,0.466,34,15,19,1109.09,16636.33
594,Alicia Thomas,chelsea10@example.org,0.654,24,15,9,4123.56,61853.37
595,Angela Simpson,willie86@example.com,0.363,20,7,13,3835.83,26850.81
596,Penny Nelson,gonzalesdanielle@example.net,0.812,2,1,1,1086.24,1086.24
597,Whitney Walker MD,thompsonguy@example.net,0.932,33,30,3,761.23,22836.99
598,Diane Yates,gene00@example.org,0.746,25,18,7,989.15,17804.64
599,Lisa Nash,bwright@example.com,0.88,47,41,6,272.85,11186.81
600,John Juarez,haleyzachary@example.org,0.606,3,1,2,2172.11,2172.11
601,Melissa Camacho,christopherberg@example.com,0.778,5,3,2,673.94,2021.82
602,Lisa Marquez,brooke52@example.org,0.814,5,4,1,522.72,2090.9
603,Ronald Andrews,yphillips@example.com,0.773,28,21,7,1270.7,26684.66
604,Kristy Thomas,erinsmith@example.org,0.707,28,19,9,4921.12,93501.33
605,Russell Wagner,eboyd@example.org,0.676,12,8,4,2713.22,21705.72
606,Jennifer Parker,floressherri@example.com,0.579,15,8,7,4139.34,33114.73
607,Crystal Foster,sevans@example.net,0.519,17,8,9,2875.09,23000.73
608,Christopher Schultz,thompsonbrenda@example.net,0.801,35,28,7,1261.95,35334.48
609,Robert Johnson,gordonglenda@example.org,0.872,49,42,7,1523.64,63992.69
610,David Mckinney,sawyerangela@example.net,0.646,47,30,17,2482.86,74485.85
611,Mitchell Taylor,melanie84@example.net,0.668,17,11,6,4654.89,51203.78
612,Matthew Montgomery,katienavarro@example.com,0.604,43,25,18,411.39,10284.85
613,William Perry,williamwashington@example.org,0.641,48,30,18,424.57,12737.16
614,Mary Harvey,rebeccadixon@example.org,0.422,14,5,9,1534.88,7674.39
615,Marie Escobar,gonzalesashley@example.com,0.627,16,10,6,401.19,4011.93
616,Anna Boyer,eric27@example.net,0.828,43,35,8,1459.25,51073.62
617,Jonathan Bond,jonestina@example.com,0.978,16,15,1,2135.41,32031.17
618,Ryan Brown,maddoxteresa@example.org,0.369,34,12,22,4157.46,49889.56
619,Linda Byrd,zdavis@example.com,0.745,46,34,12,716.55,24362.63
620,Emily Taylor,fmiller@example.org,0.996,32,31,1,1517.05,47028.43
621,Connie Cummings,juan67@example.org,0.687,42,28,14,230.62,6457.34
622,Jessica Cuevas,warrenmichael@example.com,0.728,5,3,2,4314.52,12943.56
623,Michael Smith,lisahayden@example.org,0.899,11,9,2,2381.14,21430.22
624,Robert Brown,jeffboyd@example.net,0.976,9,8,1,1069.68,8557.44
625,John Mills,mary97@example.com,0.717,30,21,9,3926.19,82450.08
626,Jeffrey Meyer,katherineortega@example.net,0.91,42,38,4,603.81,22944.89
627,Alan Gutierrez,bobby95@example.net,0.752,35,26,9,1327.97,34527.29
628,Rebecca Ho,danielnguyen@example.net,0.859,2,1,1,4647.03,4647.03
629,Austin Garcia,kelsey75@example.com,0.961,26,24,2,4744.43,113866.3
630,Paul George,orozcomelanie@example.org,0.93,13,12,1,2917.83,35013.98
631,Robert Price,steven10@example.net,0.642,8,5,3,4540.37,22701.84
